Product ID,Product Name,Size,Total Inventory,Price,Expiry
327999,Aceclofenac,750ML,0,13.49,31-12-20
60392,Fenoprofen,12.0Z,24,10.99,04-12-20
29338,Choline,11.2Z,0,12.99,19-01-21
71090,Paracetamol,750ML,183,49.99,07-03-21
242194,Lorazepam,355ML,384,8.99,01-12-20
52353,Temazepam,750ML,0,24.99,12-12-20
339478,Budesonide,750ML,10,8.99,31-12-20
45303,Loratadine,750ML,16,22.99,04-12-20
83907,Aceclofenac,750ML,0,13.49,19-01-21
78735,Fenoprofen,750ML,61,10.99,07-03-21
428175,Choline,750ML,0,18.99,08-04-21
408751,Paracetamol,750ML,0,19.39,04-07-20
318718,Lorazepam,750ML,0,27.99,01-12-20
143758,Temazepam,1.5L,0,12.69,12-12-20
333346,Budesonide,750ML,0,32.99,31-12-20
131512,Loratadine,750ML,0,10.99,04-12-20
335164,Aceclofenac,750ML,2,17.49,01-12-20
319370,Fenoprofen,750ML,0,11.99,12-12-20
312297,Choline,750ML,0,16.69,31-12-20
239752,Paracetamol,375ML,78,5.79,04-12-20
331306,Lorazepam,750ML,0,17.49,19-01-21
329570,Temazepam,750ML,0,8.99,07-03-21
390968,Budesonide,750ML,0,11.99,01-12-20
60449,Loratadine,750ML,0,17.39,12-12-20
166454,Aceclofenac,750ML,145,12.49,31-12-20
366927,Fenoprofen,750ML,0,6.59,04-12-20
196770,Choline,750ML,0,8.59,19-01-21
338275,Paracetamol,750ML,0,52.99,07-03-21
415219,Lorazepam,750ML,0,7.39,01-12-20
308544,Temazepam,750ML,13,21.99,12-12-20
62623,Budesonide,750ML,0,23.99,31-12-20
313571,Loratadine,237ML,0,3.19,04-12-20
80493,Aceclofenac,750ML,9,16.99,19-01-21
24410,Fenoprofen,12.0Z,12,9.99,07-03-21
80403,Choline,1.5L,57,12.99,08-04-21
439355,Paracetamol,750ML,3,9.99,04-07-20
100641,Lorazepam,750ML,0,8.49,01-12-20
307809,Temazepam,750ML,0,22.99,12-12-20
10274,Budesonide,750ML,2,48.99,31-12-20
50962,Loratadine,1.75L,271,59.99,04-12-20
38873,Aceclofenac,750ML,459,16.99,01-12-20
23426,Fenoprofen,750ML,0,13.49,12-12-20
76539,Choline,375ML,18,50.97,31-12-20
24870,Paracetamol,19.2Z,13,2.99,04-12-20
25577,Lorazepam,750ML,457,16.99,19-01-21
80704,Temazepam,750ML,274,12.99,07-03-21
428076,Budesonide,300ML,7,15.49,01-12-20
70581,Loratadine,750ML,7,35.99,12-12-20
81666,Aceclofenac,4L,37,18.99,31-12-20
340150,Fenoprofen,750ML,0,13.99,04-12-20
32050,Choline,1L,214,43.99,19-01-21
311293,Paracetamol,750ML,12,8.99,07-03-21
43921,Lorazepam,750ML,0,16.49,01-12-20
89680,Temazepam,750ML,367,11.69,12-12-20
69647,Budesonide,16.0Z,0,12.99,31-12-20
335274,Loratadine,1.5L,6,15.49,04-12-20
41150,Aceclofenac,750ML,1,106.99,19-01-21
330224,Fenoprofen,750ML,0,81.99,07-03-21
81574,Choline,1.5L,48,12.39,08-04-21
328490,Paracetamol,750ML,12,20.99,04-07-20
81475,Lorazepam,250ML,25,7.79,01-12-20
341098,Temazepam,750ML,134,57.99,12-12-20
51039,Budesonide,375ML,1,5.99,31-12-20
328822,Loratadine,750ML,0,11.49,04-12-20
331386,Aceclofenac,750ML,5,15.69,01-12-20
85057,Fenoprofen,750ML,934,17.99,12-12-20
51075,Choline,12.0Z,360,11.99,31-12-20
71783,Paracetamol,750ML,23,29.99,04-12-20
69506,Lorazepam,16.0Z,0,29.99,19-01-21
51137,Temazepam,12.0Z,426,10.99,07-03-21
70276,Budesonide,1L,17,13.99,01-12-20
49212,Loratadine,750ML,14,64.99,12-12-20
318856,Aceclofenac,750ML,0,11.99,31-12-20
334813,Fenoprofen,750ML,0,35.99,04-12-20
31126,Choline,42.0Z,2,2.99,19-01-21
36137,Paracetamol,750ML,0,26.99,07-03-21
78450,Lorazepam,750ML,169,18.99,01-12-20
75639,Temazepam,1.5L,117,8.69,12-12-20
319100,Budesonide,750ML,0,6.99,31-12-20
84806,Loratadine,1.5L,50,15.69,04-12-20
96741,Aceclofenac,12.0Z,4974,9.99,19-01-21
73447,Fenoprofen,1.75L,21,15.49,07-03-21
69108,Choline,750ML,147,28.99,08-04-21
234976,Paracetamol,750ML,0,7.99,04-07-20
72501,Lorazepam,750ML,0,47.99,01-12-20
2828,Temazepam,12.0Z,1012,19.99,12-12-20
71684,Budesonide,750ML,0,21.99,31-12-20
74837,Loratadine,375ML,6,12.99,04-12-20
82078,Aceclofenac,750ML,682,12.99,01-12-20
13357,Fenoprofen,12.0Z,2160,12.99,12-12-20
10278,Choline,200ML,20,8.99,31-12-20
340598,Paracetamol,750ML,23,10.99,04-12-20
44937,Lorazepam,750ML,0,6.99,19-01-21
50714,Temazepam,12.0Z,255,8.99,07-03-21
239086,Budesonide,750ML,4,15.99,01-12-20
171409,Loratadine,750ML,8,13.99,12-12-20
327543,Aceclofenac,750ML,0,11.99,31-12-20
70971,Fenoprofen,750ML,5,50.99,04-12-20
157929,Choline,750ML,0,21.99,19-01-21
313875,Paracetamol,750ML,29,32.99,07-03-21
339802,Lorazepam,3L,0,18.99,01-12-20
84727,Temazepam,750ML,34,8.99,12-12-20
312111,Budesonide,750ML,0,13.99,31-12-20
318811,Loratadine,750ML,0,17.99,04-12-20
48684,Aceclofenac,1.75L,0,26.99,19-01-21
332798,Fenoprofen,300ML,4,15.99,07-03-21
24218,Choline,12.0Z,72,10.99,08-04-21
381756,Paracetamol,750ML,0,15.99,04-07-20
90190,Lorazepam,12.0Z,5,23.99,01-12-20
77038,Temazepam,750ML,2,18.49,12-12-20
43533,Budesonide,750ML,0,17.99,31-12-20
3697,Loratadine,25.4Z,0,11.99,04-12-20
28959,Aceclofenac,750ML,0,16.99,01-12-20
50410,Fenoprofen,22.0Z,4,15.99,12-12-20
340534,Choline,1L,0,10.99,31-12-20
145572,Paracetamol,750ML,0,19.99,04-12-20
82046,Lorazepam,750ML,8,22.99,19-01-21
311333,Temazepam,750ML,0,13.49,07-03-21
138967,Budesonide,750ML,0,14.99,01-12-20
74710,Loratadine,375ML,11,16.99,12-12-20
3611,Aceclofenac,12.0Z,204,11.99,31-12-20
329444,Fenoprofen,750ML,0,12.99,04-12-20
309474,Choline,750ML,57,21.99,19-01-21
71216,Paracetamol,750ML,208,12.99,07-03-21
28762,Lorazepam,375ML,77,7.39,01-12-20
304155,Temazepam,750ML,8,13.49,12-12-20
70083,Budesonide,355ML,2808,18.99,31-12-20
75302,Loratadine,1.5L,313,13.99,04-12-20
80241,Aceclofenac,1.5L,46,12.49,19-01-21
119241,Fenoprofen,750ML,13,11.99,07-03-21
1058,Choline,12.0Z,180,9.99,08-04-21
319764,Paracetamol,4.0Z,355,12.99,04-07-20
362107,Lorazepam,750ML,0,9.99,01-12-20
21326,Temazepam,750ML,102,5.99,12-12-20
71882,Budesonide,750ML,60,36.99,31-12-20
42339,Loratadine,1.75L,0,530.99,04-12-20
18406,Aceclofenac,750ML,231,17.99,01-12-20
312519,Fenoprofen,750ML,532,27.99,12-12-20
82333,Choline,4L,87,18.99,31-12-20
85502,Paracetamol,1.5L,59,9.49,04-12-20
166742,Lorazepam,750ML,251,35.99,19-01-21
85766,Temazepam,750ML,1173,22.99,07-03-21
69246,Budesonide,12.0Z,0,9.99,01-12-20
68653,Loratadine,12.0Z,0,14.99,12-12-20
329120,Aceclofenac,750ML,0,12.99,31-12-20
233120,Fenoprofen,750ML,0,15.39,04-12-20
71560,Choline,750ML,0,12.49,19-01-21
375624,Paracetamol,750ML,0,10.79,07-03-21
118540,Lorazepam,750ML,155,11.99,01-12-20
68729,Temazepam,12.0Z,0,2.99,12-12-20
69907,Budesonide,16.0Z,0,5.99,31-12-20
40833,Loratadine,750ML,0,12.99,04-12-20
75884,Aceclofenac,750ML,40,7.59,19-01-21
339094,Fenoprofen,750ML,9,39.99,07-03-21
76937,Choline,1.5L,39,11.49,08-04-21
25950,Paracetamol,750ML,71,42.99,04-07-20
307678,Lorazepam,750ML,0,14.49,01-12-20
43867,Temazepam,750ML,0,12.49,12-12-20
81821,Budesonide,750ML,0,6.79,31-12-20
27197,Loratadine,750ML,380,32.99,04-12-20
10158,Aceclofenac,12.0Z,105,12.99,01-12-20
303484,Fenoprofen,750ML,6,44.99,12-12-20
311021,Choline,750ML,0,11.49,31-12-20
339322,Paracetamol,750ML,0,12.49,04-12-20
50701,Lorazepam,12.0Z,99,9.99,19-01-21
8613,Temazepam,12.0Z,168,10.99,07-03-21
310291,Budesonide,750ML,0,19.99,01-12-20
30828,Loratadine,12.0Z,144,19.99,12-12-20
133086,Aceclofenac,750ML,0,17.49,31-12-20
418730,Fenoprofen,750ML,41,7.99,04-12-20
77667,Choline,750ML,136,38.99,19-01-21
35777,Paracetamol,375ML,1071,4.19,07-03-21
47810,Lorazepam,750ML,63,29.99,01-12-20
105937,Temazepam,180ML,0,2.99,12-12-20
18007,Budesonide,750ML,321,12.99,31-12-20
70964,Loratadine,750ML,1,21.99,04-12-20
58041,Aceclofenac,750ML,220,14.49,19-01-21
47678,Fenoprofen,750ML,18,11.99,07-03-21
81704,Choline,750ML,136,11.39,08-04-21
23773,Paracetamol,12.0Z,724,10.99,04-07-20
41808,Lorazepam,50ML,350,1.79,01-12-20
38229,Temazepam,1.75L,112,12.49,12-12-20
97217,Budesonide,12.0Z,584,9.99,31-12-20
74212,Loratadine,750ML,14,26.99,04-12-20
23403,Aceclofenac,12.0Z,0,10.99,01-12-20
348394,Fenoprofen,750ML,1,17.99,12-12-20
33391,Choline,750ML,26,12.99,31-12-20
300879,Paracetamol,750ML,0,37.99,04-12-20
336727,Lorazepam,750ML,4,32.99,19-01-21
50730,Temazepam,12.0Z,0,19.99,07-03-21
70404,Budesonide,750ML,22,22.99,01-12-20
427659,Loratadine,750ML,19,8.99,12-12-20
6017,Aceclofenac,11.2Z,0,21.99,31-12-20
412686,Fenoprofen,750ML,16,19.39,04-12-20
74264,Choline,750ML,8,44.99,19-01-21
47561,Paracetamol,1L,0,16.99,07-03-21
347584,Lorazepam,750ML,0,49.99,01-12-20
25394,Temazepam,12.0Z,144,19.99,12-12-20
93467,Budesonide,12.0Z,23,15.99,31-12-20
311242,Loratadine,1L,0,51.99,04-12-20
333525,Aceclofenac,750ML,0,7.99,19-01-21
338594,Fenoprofen,750ML,0,19.99,07-03-21
317326,Choline,750ML,0,66.99,08-04-21
99554,Paracetamol,12.0Z,0,13.99,04-07-20
339384,Lorazepam,750ML,0,24.99,01-12-20
340435,Temazepam,750ML,0,22.99,12-12-20
73482,Budesonide,750ML,7,14.99,31-12-20
127760,Loratadine,1L,22,11.99,04-12-20
83618,Aceclofenac,750ML,0,22.99,01-12-20
48436,Fenoprofen,750ML,0,12.69,12-12-20
426210,Choline,750ML,5,9.49,31-12-20
157600,Paracetamol,750ML,6,8.99,04-12-20
242048,Lorazepam,750ML,71,19.99,19-01-21
353980,Temazepam,375ML,281,7.99,07-03-21
20214,Budesonide,750ML,201,91.99,01-12-20
330624,Loratadine,750ML,13,8.49,12-12-20
119776,Aceclofenac,750ML,11,21.99,31-12-20
70840,Fenoprofen,1L,24,21.99,04-12-20
26023,Choline,12.0Z,60,12.99,19-01-21
70756,Paracetamol,1L,292,3.99,07-03-21
46138,Lorazepam,750ML,243,18.99,01-12-20
324238,Temazepam,32.0Z,249,6.99,12-12-20
82236,Budesonide,5L,164,21.99,31-12-20
240546,Loratadine,750ML,0,26.99,04-12-20
78336,Aceclofenac,750ML,10,14.99,19-01-21
161446,Fenoprofen,1L,0,13.99,07-03-21
199672,Choline,750ML,89,14.99,08-04-21
330222,Paracetamol,750ML,0,19.39,04-07-20
23968,Lorazepam,16.0Z,3,22.99,01-12-20
46418,Temazepam,750ML,0,11.49,12-12-20
91332,Budesonide,11.2Z,0,47.99,31-12-20
310730,Loratadine,750ML,0,57.99,04-12-20
12866,Aceclofenac,750ML,0,32.99,01-12-20
231919,Fenoprofen,750ML,12,7.59,12-12-20
32204,Choline,750ML,12,6.79,31-12-20
310153,Paracetamol,750ML,0,11.49,04-12-20
242210,Lorazepam,3L,5,19.99,19-01-21
305647,Temazepam,750ML,0,8.59,07-03-21
324671,Budesonide,750ML,0,18.99,01-12-20
28927,Loratadine,12.0Z,6,15.99,12-12-20
310222,Aceclofenac,750ML,0,86.99,31-12-20
57894,Fenoprofen,750ML,0,16.99,04-12-20
322188,Choline,750ML,0,10.79,19-01-21
51142,Paracetamol,12.0Z,0,9.99,07-03-21
327429,Lorazepam,750ML,0,38.99,01-12-20
327168,Temazepam,750ML,0,18.99,12-12-20
11463,Budesonide,750ML,77,26.99,31-12-20
242162,Loratadine,750ML,10,84.99,04-12-20
25407,Aceclofenac,12.0Z,458,11.99,19-01-21
32166,Fenoprofen,1.75L,495,42.99,07-03-21
242044,Choline,750ML,58,83.99,08-04-21
79391,Paracetamol,750ML,522,12.49,04-07-20
45069,Lorazepam,750ML,23,23.99,01-12-20
47146,Temazepam,1L,255,25.99,12-12-20
25928,Budesonide,12.0Z,306,9.99,31-12-20
71328,Loratadine,1L,361,23.99,04-12-20
332540,Aceclofenac,750ML,0,11.49,01-12-20
74781,Fenoprofen,750ML,115,29.99,12-12-20
86975,Choline,750ML,297,15.49,31-12-20
70080,Paracetamol,1.75L,192,34.99,04-12-20
81213,Lorazepam,5LTR,167,20.99,19-01-21
85432,Temazepam,187ML,592,5.59,07-03-21
325506,Budesonide,750ML,40,11.99,01-12-20
84905,Loratadine,750ML,109,12.49,12-12-20
241124,Aceclofenac,375ML,224,18.99,31-12-20
85979,Fenoprofen,750ML,265,25.99,04-12-20
35254,Choline,1.75L,1379,25.99,19-01-21
80152,Paracetamol,3L,105,19.99,07-03-21
29963,Lorazepam,750ML,245,68.99,01-12-20
83997,Temazepam,750ML,27,6.99,12-12-20
349380,Budesonide,1.5L,0,14.69,31-12-20
309729,Loratadine,750ML,0,27.99,04-12-20
10669,Aceclofenac,750ML,9,46.99,19-01-21
237726,Fenoprofen,750ML,174,12.99,07-03-21
93472,Choline,16.9Z,0,11.99,08-04-21
56626,Paracetamol,750ML,59,44.99,04-07-20
309854,Lorazepam,750ML,0,18.49,01-12-20
93190,Temazepam,12.0Z,505,5.99,12-12-20
368113,Budesonide,750ML,0,26.99,31-12-20
408042,Loratadine,750ML,0,6.79,04-12-20
59722,Aceclofenac,10L,0,1.89,01-12-20
427839,Fenoprofen,750ML,0,15.49,12-12-20
84559,Choline,750ML,186,12.49,31-12-20
333095,Paracetamol,750ML,0,71.99,04-12-20
84146,Lorazepam,750ML,34,7.59,19-01-21
310357,Temazepam,750ML,0,12.99,07-03-21
153036,Budesonide,750ML,0,6.99,01-12-20
159808,Loratadine,750ML,13,11.99,12-12-20
86746,Aceclofenac,3L,17,10.49,31-12-20
32417,Fenoprofen,750ML,176,56.99,04-12-20
239402,Choline,750ML,71,19.99,19-01-21
41173,Paracetamol,1.75L,323,93.99,07-03-21
85685,Lorazepam,3LTR,21,16.39,01-12-20
67881,Temazepam,750ML,17,13.99,12-12-20
36951,Budesonide,750ML,64,42.99,31-12-20
81478,Loratadine,1.5L,263,18.99,04-12-20
335707,Aceclofenac,1.5L,43,12.99,19-01-21
56006,Fenoprofen,750ML,0,29.99,07-03-21
40100,Choline,750ML,0,14.39,08-04-21
38458,Paracetamol,1L,228,31.99,04-07-20
80646,Lorazepam,500ML,41,4.59,01-12-20
355426,Temazepam,750ML,96,28.99,12-12-20
336338,Budesonide,750ML,0,10.99,31-12-20
45049,Loratadine,187ML,661,1.89,04-12-20
88692,Aceclofenac,750ML,217,14.49,01-12-20
43195,Fenoprofen,750ML,199,23.99,12-12-20
310511,Choline,750ML,0,18.99,31-12-20
101567,Paracetamol,300ML,47,12.39,04-12-20
70445,Lorazepam,750ML,2,16.99,19-01-21
20621,Temazepam,750ML,2,12.69,07-03-21
197742,Budesonide,750ML,0,20.99,01-12-20
70403,Loratadine,750ML,0,109.99,12-12-20
316751,Aceclofenac,750ML,0,10.49,31-12-20
342240,Fenoprofen,750ML,50,21.99,04-12-20
73665,Choline,750ML,88,67.99,19-01-21
310503,Paracetamol,1L,0,14.49,07-03-21
51180,Lorazepam,8.0Z,0,18.99,01-12-20
330388,Temazepam,750ML,12,28.99,12-12-20
335882,Budesonide,750ML,20,14.39,31-12-20
422134,Loratadine,750ML,12,19.39,04-12-20
335180,Aceclofenac,750ML,0,17.99,19-01-21
46340,Fenoprofen,1.5L,9,15.49,07-03-21
48324,Choline,750ML,0,34.99,08-04-21
336062,Paracetamol,750ML,0,9.49,04-07-20
75497,Lorazepam,750ML,0,96.99,01-12-20
350725,Temazepam,750ML,0,22.99,12-12-20
52876,Budesonide,750ML,363,15.49,31-12-20
301882,Loratadine,750ML,12,21.99,04-12-20
70429,Aceclofenac,750ML,0,32.99,01-12-20
64192,Fenoprofen,16.0Z,0,10.99,12-12-20
241640,Choline,1L,293,14.99,31-12-20
40712,Paracetamol,750ML,0,30.99,04-12-20
333806,Lorazepam,750ML,0,12.99,19-01-21
42749,Temazepam,1L,261,11.99,07-03-21
42296,Budesonide,750ML,11,12.49,01-12-20
32077,Loratadine,750ML,590,22.99,12-12-20
35858,Aceclofenac,1L,282,7.99,31-12-20
32123,Fenoprofen,1L,322,32.99,04-12-20
89583,Choline,1L,217,5.79,19-01-21
68470,Paracetamol,750ML,165,14.49,07-03-21
342111,Lorazepam,1.75L,2,43.99,01-12-20
80738,Temazepam,750ML,225,8.79,12-12-20
82295,Budesonide,750ML,341,19.99,31-12-20
328942,Loratadine,750ML,778,18.99,04-12-20
53538,Aceclofenac,750ML,167,26.99,19-01-21
74725,Fenoprofen,750ML,71,22.99,07-03-21
10668,Choline,375ML,309,14.39,08-04-21
66001,Paracetamol,750ML,82,10.99,04-07-20
23777,Lorazepam,12.0Z,125,27.99,01-12-20
336427,Temazepam,750ML,173,10.99,12-12-20
242154,Budesonide,750ML,395,23.99,31-12-20
300614,Loratadine,750ML,11,11.29,04-12-20
47548,Aceclofenac,750ML,3,76.99,01-12-20
70263,Fenoprofen,750ML,119,30.99,12-12-20
337950,Choline,750ML,413,12.99,31-12-20
26556,Paracetamol,12.0Z,0,11.99,04-12-20
353144,Lorazepam,750ML,104,22.99,19-01-21
26127,Temazepam,12.0Z,264,10.99,07-03-21
165492,Budesonide,375ML,23,9.99,01-12-20
320556,Loratadine,1L,0,33.99,12-12-20
349220,Aceclofenac,750ML,35,15.49,31-12-20
11546,Fenoprofen,12.0Z,224,11.99,04-12-20
43396,Choline,750ML,0,12.99,19-01-21
21962,Paracetamol,750ML,0,19.99,07-03-21
345414,Lorazepam,750ML,2,58.99,01-12-20
197459,Temazepam,750ML,47,30.99,12-12-20
70979,Budesonide,200ML,119,20.99,31-12-20
19836,Loratadine,750ML,13,29.99,04-12-20
311892,Aceclofenac,750ML,263,21.99,19-01-21
66257,Fenoprofen,750ML,32,11.49,07-03-21
328938,Choline,750ML,0,18.69,08-04-21
242023,Paracetamol,750ML,0,17.99,04-07-20
13390,Lorazepam,1L,3,35.99,01-12-20
71789,Temazepam,50ML,1803,2.59,12-12-20
302365,Budesonide,750ML,1,7.99,31-12-20
48297,Loratadine,750ML,0,16.49,04-12-20
313268,Aceclofenac,750ML,0,11.99,01-12-20
301163,Fenoprofen,187ML,18,4.99,12-12-20
71325,Choline,200ML,0,3.29,31-12-20
85006,Paracetamol,750ML,0,9.99,04-12-20
317969,Lorazepam,750ML,0,13.49,19-01-21
118834,Temazepam,750ML,15,17.99,07-03-21
301077,Budesonide,750ML,0,23.99,01-12-20
389862,Loratadine,750ML,19,29.99,12-12-20
41747,Aceclofenac,750ML,34,16.99,31-12-20
231966,Fenoprofen,750ML,0,19.99,04-12-20
46543,Choline,750ML,49,7.59,19-01-21
232926,Paracetamol,750ML,0,75.99,07-03-21
82148,Lorazepam,750ML,104,13.39,01-12-20
330799,Temazepam,750ML,0,16.99,12-12-20
70437,Budesonide,750ML,6,28.99,31-12-20
20877,Loratadine,750ML,65,9.99,04-12-20
341467,Aceclofenac,750ML,0,140.99,19-01-21
71917,Fenoprofen,750ML,0,26.99,07-03-21
342157,Choline,750ML,0,21.99,08-04-21
51027,Paracetamol,12.0Z,18,9.99,04-07-20
73881,Lorazepam,750ML,0,11.49,01-12-20
80538,Temazepam,750ML,126,16.39,12-12-20
340061,Budesonide,750ML,27,12.49,31-12-20
335486,Loratadine,750ML,11,9.99,04-12-20
42620,Aceclofenac,750ML,0,23.99,01-12-20
44918,Fenoprofen,750ML,0,12.99,12-12-20
40290,Choline,200ML,512,4.19,31-12-20
42542,Paracetamol,50ML,1572,3.99,04-12-20
70778,Lorazepam,750ML,8,23.99,19-01-21
347678,Temazepam,750ML,0,9.59,07-03-21
40193,Budesonide,750ML,302,12.49,01-12-20
61980,Loratadine,750ML,334,10.99,12-12-20
351846,Aceclofenac,750ML,0,11.39,31-12-20
23574,Fenoprofen,750ML,0,9.79,04-12-20
81803,Choline,750ML,45,15.49,19-01-21
80172,Paracetamol,750ML,150,5.99,07-03-21
434329,Lorazepam,750ML,7,18.49,01-12-20
35181,Temazepam,750ML,938,12.99,12-12-20
63363,Budesonide,750ML,331,68.99,31-12-20
329236,Loratadine,375ML,0,19.99,04-12-20
85560,Aceclofenac,750ML,11,22.99,19-01-21
340990,Fenoprofen,750ML,10,20.99,07-03-21
335363,Choline,375ML,48,29.99,08-04-21
429015,Paracetamol,750ML,0,20.99,04-07-20
349079,Lorazepam,750ML,0,18.99,01-12-20
35840,Temazepam,1.75L,998,10.99,12-12-20
242146,Budesonide,750ML,0,22.99,31-12-20
63840,Loratadine,750ML,1,7.99,04-12-20
333654,Aceclofenac,1.5L,0,9.99,01-12-20
349097,Fenoprofen,750ML,0,12.99,12-12-20
320041,Choline,750ML,5,28.99,31-12-20
311515,Paracetamol,750ML,0,59.99,04-12-20
100200,Lorazepam,750ML,0,18.99,19-01-21
125890,Temazepam,750ML,0,56.99,07-03-21
87411,Budesonide,750ML,0,20.99,01-12-20
306532,Loratadine,375ML,0,11.99,12-12-20
85953,Aceclofenac,750ML,8,18.99,31-12-20
72580,Fenoprofen,1.75L,91,15.99,04-12-20
57479,Choline,750ML,6,36.99,19-01-21
40915,Paracetamol,750ML,0,10.49,07-03-21
43648,Lorazepam,750ML,261,39.99,01-12-20
22837,Temazepam,1.75L,139,39.99,12-12-20
306516,Budesonide,750ML,44,12.99,31-12-20
336853,Loratadine,750ML,0,13.99,04-12-20
321975,Aceclofenac,750ML,0,14.49,19-01-21
71544,Fenoprofen,750ML,249,21.99,07-03-21
177741,Choline,750ML,12,14.99,08-04-21
42198,Paracetamol,750ML,0,28.99,04-07-20
339722,Lorazepam,750ML,0,37.99,01-12-20
47822,Temazepam,1.75L,3,33.99,12-12-20
13361,Budesonide,12.0Z,2356,12.99,31-12-20
78648,Loratadine,750ML,4,39.99,04-12-20
241428,Aceclofenac,50ML,1457,0.99,01-12-20
22810,Fenoprofen,750ML,32,45.99,12-12-20
158577,Choline,375ML,0,86.99,31-12-20
69346,Paracetamol,12.0Z,426,11.99,04-12-20
83382,Lorazepam,3L,228,24.99,19-01-21
334241,Temazepam,750ML,0,11.99,07-03-21
20281,Budesonide,1L,24,8.99,01-12-20
79112,Loratadine,750ML,30,26.99,12-12-20
10120,Aceclofenac,1.75L,8,29.99,31-12-20
311262,Fenoprofen,750ML,22,17.99,04-12-20
338602,Choline,750ML,0,15.49,19-01-21
10053,Paracetamol,12.0Z,114,11.99,07-03-21
308170,Lorazepam,750ML,5,39.99,01-12-20
63300,Temazepam,12.0Z,30,11.99,12-12-20
46198,Budesonide,750ML,16,17.69,31-12-20
41532,Loratadine,1L,0,18.49,04-12-20
44241,Aceclofenac,750ML,0,53.99,19-01-21
124974,Fenoprofen,750ML,12,6.49,07-03-21
323951,Choline,750ML,11,11.49,08-04-21
25040,Paracetamol,12.0Z,9,12.99,04-07-20
427129,Lorazepam,500ML,2,16.39,01-12-20
306275,Temazepam,750ML,11,19.39,12-12-20
69941,Budesonide,750ML,3,395.99,31-12-20
325477,Loratadine,750ML,10,18.49,04-12-20
314082,Aceclofenac,750ML,0,5.49,01-12-20
315802,Fenoprofen,750ML,0,11.69,12-12-20
70573,Choline,750ML,0,9.29,31-12-20
342108,Paracetamol,750ML,0,6.29,04-12-20
346351,Lorazepam,750ML,0,42.99,19-01-21
44465,Temazepam,750ML,8,13.49,07-03-21
24390,Budesonide,750ML,0,14.99,01-12-20
306972,Loratadine,750ML,0,13.99,12-12-20
85173,Aceclofenac,10.0Z,60,2.49,31-12-20
352080,Fenoprofen,750ML,9,15.99,04-12-20
311677,Choline,750ML,0,34.99,19-01-21
45412,Paracetamol,750ML,0,11.99,07-03-21
352292,Lorazepam,750ML,18,17.99,01-12-20
37885,Temazepam,750ML,10,18.99,12-12-20
333115,Budesonide,750ML,0,19.99,31-12-20
339157,Loratadine,750ML,0,12.39,04-12-20
371688,Aceclofenac,720ML,22,22.99,19-01-21
80298,Fenoprofen,750ML,0,10.99,07-03-21
56189,Choline,750ML,0,8.49,08-04-21
399809,Paracetamol,750ML,0,12.99,04-07-20
347739,Lorazepam,1.75L,52,16.49,01-12-20
46466,Temazepam,750ML,32,15.49,12-12-20
48668,Budesonide,1L,1,67.99,31-12-20
87424,Loratadine,750ML,10,8.99,04-12-20
97705,Aceclofenac,12.0Z,0,12.99,01-12-20
45438,Fenoprofen,200ML,0,3.99,12-12-20
84517,Choline,750ML,367,14.49,31-12-20
48551,Paracetamol,750ML,0,81.99,04-12-20
334399,Lorazepam,750ML,7,15.99,19-01-21
40769,Temazepam,750ML,0,17.49,07-03-21
159271,Budesonide,750ML,0,10.99,01-12-20
240573,Loratadine,750ML,0,19.99,12-12-20
69587,Aceclofenac,12.0Z,0,15.99,31-12-20
21199,Fenoprofen,375ML,26,6.79,04-12-20
74802,Choline,750ML,22,49.99,19-01-21
81028,Paracetamol,750ML,29,14.99,07-03-21
41817,Lorazepam,750ML,5,103.99,01-12-20
33553,Temazepam,750ML,0,18.49,12-12-20
1970,Budesonide,5L,10,18.99,31-12-20
23951,Loratadine,12.0Z,108,17.99,04-12-20
83473,Aceclofenac,720ML,0,39.99,19-01-21
72737,Fenoprofen,750ML,324,22.99,07-03-21
27260,Choline,750ML,378,47.99,08-04-21
98841,Paracetamol,750ML,12,13.99,04-07-20
69426,Lorazepam,750ML,95,29.99,01-12-20
69221,Temazepam,750ML,29,22.99,12-12-20
82421,Budesonide,1L,102,6.99,31-12-20
74664,Loratadine,750ML,66,84.99,04-12-20
27356,Aceclofenac,11.2Z,559,9.99,01-12-20
323645,Fenoprofen,750ML,0,47.99,12-12-20
346108,Choline,750ML,280,14.99,31-12-20
66036,Paracetamol,1.5L,540,15.99,04-12-20
69893,Lorazepam,16.0Z,521,17.99,19-01-21
82618,Temazepam,750ML,258,75.99,07-03-21
311494,Budesonide,750ML,6,37.99,01-12-20
232078,Loratadine,750ML,136,12.49,12-12-20
23072,Aceclofenac,12.0Z,294,14.99,31-12-20
41254,Fenoprofen,750ML,1276,39.99,04-12-20
347222,Choline,750ML,0,5.39,19-01-21
391001,Paracetamol,750ML,0,12.99,07-03-21
331664,Lorazepam,750ML,0,16.99,01-12-20
329317,Temazepam,750ML,0,13.69,12-12-20
311096,Budesonide,750ML,0,31.99,31-12-20
376108,Loratadine,750ML,45,12.99,04-12-20
336656,Aceclofenac,750ML,12,11.49,19-01-21
89613,Fenoprofen,750ML,0,28.99,07-03-21
328725,Choline,750ML,9,10.99,08-04-21
41551,Paracetamol,750ML,18,14.99,04-07-20
428930,Lorazepam,750ML,0,12.99,01-12-20
425869,Temazepam,750ML,15,10.49,12-12-20
